,location,district,rooms,size,level,max_levels,price
6192,"город Ташкент, Чиланзарский район, Чиланзар квартал И",Чиланзарский,3,72,5,9,53000
6193,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,3,72,5,5,45000
6194,"город Ташкент, Чиланзарский район, Домбрабад",Чиланзарский,3,62,3,4,38000
6195,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,2,48,5,5,27000
6196,"город Ташкент, Чиланзарский район, Чиланзар-20",Чиланзарский,2,42,4,4,31000
6197,"город Ташкент, Учтепинский район, Чиланзар 21-й квартал",Учтепинский,3,70,1,4,54000
6198,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,2,48,2,3,34000
6199,"город Ташкент, Учтепинский район, Чиланзар 21-й квартал",Учтепинский,1,33,2,4,28000
6200,"город Ташкент, Учтепинский район, Чиланзар 21-й квартал",Учтепинский,2,50,4,4,30000
6201,"город Ташкент, Чиланзарский район, Чиланзар 4-й квартал",Чиланзарский,1,30,2,4,28200
6202,"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Учтепинский,4,73,1,5,65000
6203,"город Ташкент, Мирабадский район, Нукуская",Мирабадский,3,90,3,4,118000
6204,"город Ташкент, Мирзо-Улугбекский район, Ц-2",Мирзо-Улугбекский,3,131,1,8,150000
6205,"город Ташкент, Чиланзарский район, Мукими",Чиланзарский,3,70,4,4,51000
6206,"город Ташкент, Мирабадский район, 1-й проезд Куйлюк",Мирабадский,4,100,5,5,54500
6207,"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,4,76,4,4,47500
6208,"город Ташкент, Учтепинский район, Чиланзар 13-й квартал",Учтепинский,2,45,4,5,30000
6209,"город Ташкент, Чиланзарский район, Чиланзар квартал 20А",Чиланзарский,1,38,1,4,28900
6210,"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",Чиланзарский,1,27,3,4,32000
6211,"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,5,117,1,4,95000
6212,"город Ташкент, Чиланзарский район, Алгоритм",Чиланзарский,4,78,2,4,65000
6213,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,50,3,5,36500
6214,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,60,4,9,34500
6215,"город Ташкент, Чиланзарский район, Чиланзар-9",Чиланзарский,1,40,1,4,27500
6216,"город Ташкент, Чиланзарский район",Чиланзарский,2,54,3,5,32000
6217,"город Ташкент, Чиланзарский район, Чиланзар-10",Чиланзарский,3,65,4,4,38500
6218,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,2,48,2,4,38000
6219,"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Учтепинский,1,58,9,12,26000
6220,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,3,75,3,9,51500
6221,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,1,32,4,4,27700
6222,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,3,72,1,9,60000
6223,"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Чиланзарский,2,46,4,4,31000
6224,"город Ташкент, Чиланзарский район, Чиланзар 18-й квартал",Чиланзарский,3,78,3,5,58000
6225,"город Ташкент, Учтепинский район, Кухна-Чупонота массив Чиланзар 13-й квартал",Учтепинский,3,80,3,4,55500
6226,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,4,108,3,3,70000
6227,"город Ташкент, Чиланзарский район, Чиланзар квартал Г9",Чиланзарский,3,135,1,4,148000
6228,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,4,98,4,4,58000
6229,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,2,47,1,4,33000
6230,"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Учтепинский,4,80,5,5,53000
6231,"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,4,72,4,4,50000
6232,"город Ташкент, Яшнободский район, Куйлюк-Центр",Яшнободский,2,52,8,9,27000
6233,"город Ташкент, Чиланзарский район, площадь Актепа",Чиланзарский,4,98,3,9,84000
6234,"город Ташкент, Учтепинский район, Чиланзар 14-й квартал",Учтепинский,4,92,3,4,59500
6235,"город Ташкент, Учтепинский район, Кизил Шарк",Учтепинский,3,72,8,9,40000
