,district,rooms,size,level,max_levels,price
6565,Учтепинский,4,80.0,1,4,55000.0
6566,Учтепинский,4,100.0,1,4,87000.0
6567,Чиланзарский,3,110.0,2,4,115000.0
6568,Яккасарайский,1,43.0,5,16,36000.0
6569,Чиланзарский,2,50.0,4,4,32000.0
6570,Чиланзарский,4,94.0,9,9,60132.0
6571,Чиланзарский,2,49.0,4,4,35000.0
6572,Олмазорский,3,91.0,3,3,85000.0
6573,Чиланзарский,3,72.0,4,9,43000.0
6574,Чиланзарский,1,30.0,4,4,26500.0
6575,Учтепинский,1,36.0,3,4,25500.0
6576,Чиланзарский,4,110.0,3,9,84000.0
6577,Учтепинский,2,90.0,2,5,65000.0
6578,Шайхантахурский,3,72.0,2,5,40000.0
6579,Яшнободский,2,70.0,5,9,50000.0
6580,Учтепинский,2,48.0,5,5,31000.0
6581,Учтепинский,4,86.0,2,5,66000.0
6582,Учтепинский,3,72.0,1,9,48000.0
6583,Учтепинский,4,90.0,3,5,48000.0
6584,Учтепинский,3,84.0,6,9,53500.0
6585,Чиланзарский,2,58.0,8,9,33500.0
6586,Чиланзарский,2,54.0,2,5,43000.0
6587,Чиланзарский,2,65.0,5,12,42500.0
6588,Чиланзарский,2,63.0,5,9,66000.0
6589,Учтепинский,1,32.0,4,4,23000.0
6590,Чиланзарский,1,39.0,4,4,26000.0
6591,Яккасарайский,2,51.0,1,5,60000.0
6592,Яккасарайский,6,145.0,1,9,142000.0
6593,Шайхантахурский,3,80.0,6,9,48000.0
6594,Шайхантахурский,3,95.0,6,9,78000.0
6595,Шайхантахурский,2,48.0,8,9,69000.0
6596,Чиланзарский,3,75.0,2,9,66000.0
6597,Учтепинский,4,85.0,5,5,45000.0
6598,Учтепинский,2,52.0,5,5,35000.0
6599,Учтепинский,2,62.0,1,5,53000.0
6600,Учтепинский,4,100.0,9,9,52000.0
6601,Яшнободский,2,50.0,2,4,28500.0
6602,Шайхантахурский,2,75.0,7,11,
6603,Шайхантахурский,5,175.0,2,10,
6604,Шайхантахурский,2,69.0,4,10,
6605,Шайхантахурский,3,100.0,7,9,
6606,Шайхантахурский,3,96.0,6,9,
6607,Шайхантахурский,2,77.0,4,9,
6608,Шайхантахурский,2,69.0,2,9,
6609,Чиланзарский,2,43.0,3,9,22000.0
6610,Мирабадский,2,70.0,4,9,55000.0
6611,Мирабадский,3,70.0,2,4,65000.0
6612,Чиланзарский,8,240.0,8,9,96000.0
6613,Чиланзарский,8,240.0,9,10,96000.0
6614,Мирабадский,3,110.0,5,9,105000.0
6615,Мирабадский,3,114.0,1,8,77995.0
6616,Мирабадский,2,70.0,8,9,52000.0
6617,Мирабадский,4,97.0,3,5,53972.0
6618,Шайхантахурский,4,165.0,4,7,140000.0
6619,Яшнободский,2,70.0,5,5,47000.0
6620,Яшнободский,2,50.0,4,4,42000.0
6621,Мирзо-Улугбекский,2,46.0,4,4,30500.0
6622,Сергелийский,1,24.0,2,2,15500.0
6623,Мирзо-Улугбекский,1,33.0,2,4,24000.0
6624,Мирзо-Улугбекский,2,58.0,4,5,31500.0
6625,Юнусабадский,5,135.0,1,9,85000.0
6626,Олмазорский,1,40.52,4,4,23000.0
6627,Шайхантахурский,5,185.0,2,5,135000.0
6628,Мирабадский,2,48.0,1,4,32000.0
6629,Мирзо-Улугбекский,2,65.0,1,9,38000.0
6630,Шайхантахурский,3,102.0,2,7,75000.0
6631,Шайхантахурский,4,123.0,5,7,89000.0
6632,Яшнободский,5,140.0,3,8,98000.0
6633,Шайхантахурский,3,96.0,7,7,68000.0
6634,Яшнободский,2,60.0,2,6,27000.0
6635,Шайхантахурский,4,140.0,4,7,120000.0
6636,Мирабадский,3,120.0,5,10,175000.0
6637,Чиланзарский,4,100.0,1,12,45000.0
6638,Юнусабадский,3,70.0,2,4,70000.0
6639,Яшнободский,1,36.0,1,2,
6640,Мирабадский,3,75.0,4,4,70000.0
6641,Мирабадский,1,55.0,2,9,62000.0
6642,Яшнободский,5,135.0,3,9,88000.0
6643,Мирабадский,3,73.0,2,9,79000.0
6644,Юнусабадский,4,175.0,9,11,280000.0
6645,Юнусабадский,4,172.0,7,8,150000.0
6646,Мирзо-Улугбекский,7,192.0,8,9,155000.0
6647,Мирзо-Улугбекский,2,58.0,4,4,52000.0
6648,Шайхантахурский,2,75.0,2,3,87000.0
6649,Мирзо-Улугбекский,5,160.0,3,5,175000.0
6650,Мирзо-Улугбекский,4,115.0,5,5,93000.0
6651,Юнусабадский,5,130.0,8,9,120000.0
6652,Яккасарайский,5,115.0,8,9,65000.0
6653,Мирабадский,3,100.0,3,5,105000.0
6654,Мирабадский,5,115.0,6,9,98000.0
6655,Мирабадский,4,110.0,8,9,93000.0
6656,Мирабадский,4,120.0,10,16,125000.0
6657,Мирабадский,4,180.0,3,9,225000.0
6658,Мирабадский,2,88.0,5,12,95000.0
6659,Шайхантахурский,5,210.0,2,4,140000.0
6660,Мирабадский,5,225.0,8,9,130000.0
6661,Мирзо-Улугбекский,3,83.0,2,6,41500.0
6662,Яшнободский,1,39.0,1,3,
6663,Бектемирский,3,75.0,4,4,34000.0
6664,Яшнободский,2,60.0,1,9,32500.0
6665,Юнусабадский,2,65.0,6,9,50996.0
6666,Яккасарайский,3,54.0,3,5,63000.0
6667,Мирзо-Улугбекский,3,112.0,1,5,68000.0
6668,Мирзо-Улугбекский,4,95.0,3,5,64000.0
6669,Мирзо-Улугбекский,2,65.0,4,9,35999.0
6670,Яшнободский,2,52.0,4,4,26500.0
6671,Мирзо-Улугбекский,1,49.5,7,7,24749.0
6672,Мирабадский,3,115.0,5,5,65000.0
6673,Сергелийский,6,130.0,5,9,75000.0
6674,Мирабадский,2,65.0,4,9,80000.0
6675,Мирзо-Улугбекский,1,48.0,7,7,24000.0
6676,Мирзо-Улугбекский,1,31.3,7,7,16000.0
6677,Мирзо-Улугбекский,1,46.3,7,7,23000.0
6678,Сергелийский,3,57.0,3,7,43000.0
6679,Чиланзарский,3,72.0,1,9,68000.0
6680,Мирзо-Улугбекский,2,60.5,7,7,30000.0
6681,Юнусабадский,1,24.0,7,10,13680.0
6682,Юнусабадский,2,34.0,7,10,19380.0
6683,Чиланзарский,3,65.0,1,4,57000.0
6684,Сергелийский,5,188.0,3,4,70000.0
6685,Сергелийский,1,37.6,1,6,28000.0
6686,Мирзо-Улугбекский,3,75.0,1,5,60000.0
6687,Яшнободский,1,36.0,1,9,21989.0
6688,Шайхантахурский,3,94.0,19,20,182000.0
6689,Мирабадский,4,180.0,4,7,225000.0
6690,Мирзо-Улугбекский,1,26.0,4,4,18500.0
6691,Мирзо-Улугбекский,4,90.0,4,4,57000.0
6692,Яшнободский,3,119.0,1,5,95000.0
6693,Яккасарайский,2,42.0,4,4,35000.0
6694,Яшнободский,1,42.0,4,9,37000.0
6695,Олмазорский,2,58.0,2,4,39500.0
6696,Юнусабадский,3,70.0,1,5,20000.0
6697,Чиланзарский,4,100.0,6,9,70000.0
6698,Чиланзарский,2,50.0,4,4,31000.0
6699,Юнусабадский,2,50.0,1,4,33000.0
6700,Яккасарайский,4,86.0,2,4,68000.0
6701,Яшнободский,3,66.0,3,4,39500.0
6702,Мирабадский,2,280.0,9,9,48000.0
6703,Мирабадский,2,64.75,9,9,48000.0
6704,Олмазорский,3,72.0,7,9,35500.0
6705,Мирзо-Улугбекский,4,94.0,7,9,125000.0
6706,Олмазорский,3,59.0,6,9,33500.0
6707,Шайхантахурский,2,48.0,4,4,40000.0
6708,Мирзо-Улугбекский,2,48.0,1,4,32000.0
6709,Сергелийский,4,99.5,8,9,50000.0
6710,Юнусабадский,4,90.0,4,5,57000.0
6711,Мирабадский,4,100.0,3,4,128000.0
6712,Учтепинский,3,72.0,7,9,52000.0
6713,Мирабадский,4,82.0,4,4,63000.0
6714,Учтепинский,3,96.0,3,4,62000.0
6715,Учтепинский,2,52.0,4,4,35000.0
6716,Учтепинский,4,76.0,2,4,51500.0
6717,Мирабадский,3,80.0,4,4,75000.0
6718,Чиланзарский,2,47.0,3,4,41000.0
6719,Чиланзарский,1,30.0,3,4,24000.0
6720,Чиланзарский,3,70.0,1,5,47000.0
6721,Юнусабадский,3,78.0,1,5,55000.0
6722,Мирзо-Улугбекский,4,95.0,4,4,95000.0
6723,Мирабадский,4,96.0,12,16,85000.0
6724,Яшнободский,2,58.0,5,5,29500.0
6725,Сергелийский,4,105.0,7,9,42000.0
6726,Чиланзарский,1,42.0,4,4,25000.0
6727,Юнусабадский,5,180.0,5,8,280000.0
6728,Чиланзарский,2,50.0,3,5,34000.0
6729,Чиланзарский,2,50.0,1,5,35500.0
6730,Чиланзарский,1,42.0,3,9,26500.0
6731,Чиланзарский,1,38.0,3,4,24500.0
6732,Юнусабадский,1,45.0,5,5,24000.0
6733,Яшнободский,2,54.0,4,4,31500.0
6734,Янгихаётский,4,96.0,9,9,34500.0
6735,Чиланзарский,4,92.0,2,4,115000.0
6736,Чиланзарский,3,65.0,3,4,47500.0
6737,Мирабадский,3,90.0,7,9,82000.0
6738,Юнусабадский,3,91.0,4,7,
6739,Юнусабадский,5,107.0,8,9,58000.0
6740,Яшнободский,2,54.15,2,9,34000.0
6741,Яшнободский,3,93.0,2,9,82000.0
6742,Мирзо-Улугбекский,2,65.0,5,9,41000.0
6743,Мирзо-Улугбекский,2,48.0,1,4,34500.0
6744,Яккасарайский,1,43.0,5,16,37000.0
6745,Олмазорский,4,130.0,4,4,88000.0
6746,Мирзо-Улугбекский,2,50.0,1,4,38000.0
6747,Чиланзарский,1,32.0,3,4,30500.0
6748,Шайхантахурский,3,80.0,3,4,60000.0
6749,Чиланзарский,3,60.89,7,9,41000.0
6750,Юнусабадский,2,60.0,2,4,58499.0
6751,Мирабадский,3,84.0,3,4,90000.0
6752,Юнусабадский,3,70.0,4,4,63000.0
6753,Яккасарайский,4,110.0,1,4,154998.0
6754,Юнусабадский,4,96.0,4,4,60000.0
6755,Юнусабадский,2,60.0,2,4,75000.0
6756,Юнусабадский,1,42.0,1,4,47000.0
6757,Яшнободский,1,50.0,2,9,45000.0
6758,Юнусабадский,1,42.0,4,4,43000.0
6759,Юнусабадский,2,55.0,1,4,43000.0
6760,Яккасарайский,2,53.0,2,3,45000.0
6761,Юнусабадский,2,65.0,6,9,60000.0
6762,Юнусабадский,3,72.0,1,4,50000.0
6763,Юнусабадский,3,70.0,2,4,60000.0
6764,Юнусабадский,4,96.0,4,4,80000.0
6765,Юнусабадский,3,70.0,2,4,60000.0
6766,Юнусабадский,4,96.0,4,4,80000.0
6767,Юнусабадский,3,63.0,2,5,73000.0
6768,Мирзо-Улугбекский,3,74.0,7,9,62000.0
6769,Шайхантахурский,3,70.0,2,4,55000.0
6770,Юнусабадский,5,110.0,8,9,61998.0
6771,Мирабадский,2,65.0,3,9,54998.0
6772,Юнусабадский,5,110.0,7,9,72999.0
6773,Шайхантахурский,2,58.0,2,4,47500.0
6774,Шайхантахурский,2,72.0,4,4,42000.0
6775,Яккасарайский,3,75.0,3,4,75000.0
6776,Мирабадский,1,34.0,2,5,36500.0
6777,Мирабадский,3,80.0,3,4,90000.0
6778,Мирабадский,2,65.0,4,4,60000.0
6779,Чиланзарский,3,73.0,4,9,53000.0
6780,Юнусабадский,3,115.0,5,9,105000.0
6781,Шайхантахурский,3,73.0,5,9,51000.0
6782,Шайхантахурский,3,94.0,4,4,72500.0
6783,Шайхантахурский,3,73.0,6,9,60000.0
6784,Олмазорский,3,73.0,6,9,53000.0
6785,Яккасарайский,4,160.0,5,8,160000.0
6786,Шайхантахурский,3,65.0,8,9,55000.0
6787,Сергелийский,5,115.0,1,4,82000.0
6788,Шайхантахурский,3,100.0,4,4,85000.0
6789,Шайхантахурский,4,78.0,8,9,50000.0
6790,Олмазорский,1,38.0,4,4,18000.0
6791,Мирабадский,4,100.0,3,4,88000.0
6792,Мирабадский,3,100.0,5,9,115000.0
6793,Яккасарайский,4,160.0,2,7,195000.0
6794,Мирабадский,2,38.0,8,8,60000.0
6795,Мирзо-Улугбекский,3,70.0,4,5,47000.0
6796,Мирзо-Улугбекский,3,72.0,6,9,56000.0
6797,Мирзо-Улугбекский,4,130.0,2,4,130000.0
6798,Яккасарайский,1,30.0,3,4,26500.0
6799,Яккасарайский,3,105.0,4,10,145000.0
6800,Яшнободский,4,144.0,8,8,185000.0
6801,Яшнободский,2,57.0,6,9,37000.0
6802,Яккасарайский,3,100.0,5,12,85000.0
6803,Юнусабадский,4,92.0,5,5,40500.0
6804,Чиланзарский,3,68.0,2,5,44000.0
6805,Олмазорский,2,56.0,1,5,32500.0
6806,Чиланзарский,3,82.0,3,4,70000.0
6807,Юнусабадский,2,63.0,9,9,43000.0
6808,Мирабадский,2,65.0,8,8,90000.0
6809,Яшнободский,2,51.0,4,4,26500.0
6810,Сергелийский,2,45.0,4,7,30000.0
6811,Олмазорский,4,130.0,1,7,129999.0
6812,Сергелийский,3,58.0,1,7,44000.0
6813,Яшнободский,3,70.0,3,5,43000.0
6814,Юнусабадский,4,93.0,3,4,55000.0
6815,Олмазорский,3,91.0,3,3,85000.0
6816,Олмазорский,3,76.0,5,5,39500.0
6817,Юнусабадский,2,54.0,3,4,40000.0
6818,Мирабадский,3,68.0,3,4,34000.0
6819,Мирзо-Улугбекский,4,95.0,5,25,
6820,Юнусабадский,3,75.0,1,4,80000.0
6821,Мирзо-Улугбекский,3,75.0,3,4,90000.0
6822,Чиланзарский,3,70.0,4,4,37500.0
6823,Чиланзарский,2,50.0,2,5,37500.0
6824,Чиланзарский,2,50.0,2,4,34500.0
6825,Чиланзарский,2,50.0,4,4,34000.0
6826,Чиланзарский,2,50.0,4,4,30500.0
6827,Чиланзарский,2,50.0,2,5,36500.0
6828,Чиланзарский,1,40.0,2,4,29500.0
6829,Чиланзарский,1,32.0,4,5,24500.0
6830,Чиланзарский,1,32.0,2,4,28500.0
6831,Чиланзарский,1,32.0,3,5,24500.0
6832,Чиланзарский,1,33.0,4,4,26000.0
6833,Учтепинский,1,39.38,5,5,27950.0
6834,Чиланзарский,3,80.0,2,9,59000.0
6835,Мирзо-Улугбекский,3,73.0,1,4,35192.0
6836,Шайхантахурский,3,85.0,4,5,
6837,Учтепинский,1,30.0,1,4,29400.0
6838,Юнусабадский,3,70.0,2,4,48000.0
6839,Юнусабадский,2,55.0,2,5,33500.0
6840,Мирзо-Улугбекский,2,54.0,5,5,50000.0
6841,Олмазорский,4,100.0,2,9,53000.0
6842,Чиланзарский,2,44.0,3,4,33000.0
6843,Яшнободский,2,67.0,6,8,
6844,Мирзо-Улугбекский,5,110.0,2,4,85000.0
6845,Чиланзарский,2,50.0,2,4,30500.0
6846,Олмазорский,2,60.0,2,9,36000.0
6847,Олмазорский,1,40.0,2,9,26000.0
6848,Мирзо-Улугбекский,3,80.0,2,4,140000.0
6849,Мирабадский,5,115.0,4,9,98000.0
6850,Шайхантахурский,2,92.0,2,9,50000.0
6851,Шайхантахурский,6,341.0,2,3,250000.0
6852,Юнусабадский,4,115.0,7,9,68000.0
6853,Яшнободский,3,78.0,2,9,75000.0
6854,Чиланзарский,4,91.0,9,9,72000.0
6855,Олмазорский,3,70.0,4,4,37000.0
6856,Чиланзарский,3,67.0,2,4,52500.0
6857,Учтепинский,1,30.0,1,4,29500.0
6858,Чиланзарский,2,50.0,2,4,37500.0
6859,Яшнободский,4,111.0,5,7,
6860,Сергелийский,2,52.0,1,4,43000.0
6861,Шайхантахурский,5,100.0,7,9,48000.0
6862,Яшнободский,2,61.0,8,9,34000.0
6863,Шайхантахурский,3,77.0,5,5,45000.0
6864,Чиланзарский,1,30.0,2,4,27000.0
6865,Чиланзарский,1,30.0,4,4,25500.0
6866,Чиланзарский,1,30.0,1,4,25200.0
6867,Чиланзарский,1,30.0,3,4,22700.0
6868,Мирабадский,3,71.0,2,9,47000.0
6869,Шайхантахурский,2,55.0,4,4,40000.0
6870,Шайхантахурский,3,68.41,4,9,56000.0
6871,Мирабадский,2,65.0,8,8,90000.0
6872,Яккасарайский,1,48.0,6,8,57000.0
6873,Мирзо-Улугбекский,1,20.0,1,4,17500.0
6874,Мирабадский,3,75.0,6,9,85000.0
6875,Мирабадский,2,68.0,3,9,33000.0
6876,Чиланзарский,2,44.0,5,5,35000.0
6877,Мирабадский,4,93.6,4,4,92500.0
6878,Мирабадский,4,121.0,5,9,115000.0
6879,Юнусабадский,2,60.0,7,9,63000.0
6880,Чиланзарский,5,109.0,3,5,80000.0
6881,Учтепинский,3,80.0,4,4,51000.0
6882,Учтепинский,3,92.0,4,4,44000.0
6883,Учтепинский,3,67.0,3,4,42000.0
6884,Учтепинский,3,68.0,2,5,46000.0
6885,Яккасарайский,1,43.0,12,16,33500.0
6886,Яккасарайский,2,52.0,5,5,36200.0
6887,Яккасарайский,2,63.0,1,9,43000.0
6888,Учтепинский,2,54.0,3,4,31000.0
6889,Учтепинский,4,96.0,4,4,73000.0
6890,Учтепинский,4,80.0,5,5,47000.0
6891,Учтепинский,4,76.0,1,5,120000.0
6892,Учтепинский,3,70.0,4,5,47000.0
6893,Мирабадский,3,135.0,3,8,88000.0
6894,Учтепинский,2,54.0,1,5,52000.0
6895,Учтепинский,5,120.0,3,5,120000.0
6896,Учтепинский,4,86.0,6,9,68500.0
6897,Учтепинский,4,78.0,1,4,56000.0
6898,Учтепинский,3,72.0,7,9,58000.0
6899,Чиланзарский,2,47.0,2,4,32000.0
6900,Учтепинский,3,98.0,3,4,66000.0
6901,Чиланзарский,2,58.0,3,9,40500.0
6902,Чиланзарский,2,60.0,3,5,33500.0
6903,Чиланзарский,2,60.0,3,5,35500.0
6904,Чиланзарский,2,50.0,4,5,33500.0
6905,Чиланзарский,2,50.0,2,5,34000.0
6906,Чиланзарский,1,36.0,2,4,26500.0
6907,Чиланзарский,1,36.0,1,4,26500.0
6908,Чиланзарский,1,32.0,3,5,25500.0
6909,Учтепинский,3,65.0,4,4,43000.0
6910,Чиланзарский,3,70.0,5,5,40000.0
6911,Учтепинский,2,46.0,1,4,38500.0
6912,Учтепинский,2,50.0,4,4,32000.0
6913,Чиланзарский,2,50.0,1,4,43500.0
6914,Мирабадский,2,65.0,8,9,52000.0
6915,Чиланзарский,2,70.0,2,4,68000.0
6916,Чиланзарский,2,46.0,4,4,35000.0
6917,Чиланзарский,1,34.0,2,4,30500.0
6918,Учтепинский,2,56.0,3,4,37000.0
6919,Учтепинский,2,46.0,1,5,28500.0
6920,Шайхантахурский,2,46.0,9,9,37000.0
6921,Чиланзарский,3,71.0,2,4,43000.0
6922,Мирзо-Улугбекский,2,54.0,5,5,50000.0
6923,Мирабадский,3,135.0,3,9,88000.0
6924,Чиланзарский,2,47.0,4,4,35000.0
6925,Мирабадский,4,100.0,8,9,95000.0
6926,Чиланзарский,5,104.0,2,5,63000.0
6927,Чиланзарский,1,42.0,2,5,31000.0
6928,Чиланзарский,2,62.0,8,9,37000.0
6929,Мирабадский,3,65.0,4,4,35000.0
6930,Чиланзарский,2,50.0,4,4,33000.0
6931,Мирабадский,4,116.0,9,9,75000.0
6932,Яккасарайский,4,92.0,6,9,120000.0
6933,Чиланзарский,3,100.0,2,9,73000.0
